Type,Frame,Fish1,Fish2
-2,0,-1,-1
1,396,4,-1
1,396,10,-1
0,397,-1,-1
-1,398,-1,-1
1,399,2,-1
0,400,-1,-1
-1,402,-1,-1
0,404,-1,-1
-1,404,-1,-1
0,406,-1,-1
-1,408,-1,-1
1,415,4,-1
1,436,6,-1
1,444,5,-1
0,465,-1,-1
-1,466,-1,-1
0,469,-1,-1
-1,481,-1,-1
0,483,-1,-1
-1,486,-1,-1
0,488,-1,-1
-1,489,-1,-1
0,491,-1,-1
-1,492,-1,-1
0,494,-1,-1
-1,496,-1,-1
0,498,-1,-1
-1,498,-1,-1
0,578,-1,-1
-1,578,-1,-1
0,590,-1,-1
-1,591,-1,-1
0,606,-1,-1
-1,607,-1,-1
0,612,-1,-1
-1,612,-1,-1
0,685,-1,-1
-1,686,-1,-1
1,882,3,-1
0,898,-1,-1
-1,898,-1,-1
0,901,-1,-1
-1,901,-1,-1
0,907,-1,-1
-1,907,-1,-1
0,910,-1,-1
-1,911,-1,-1
0,913,-1,-1
-1,919,-1,-1
0,922,-1,-1
-1,930,-1,-1
0,932,-1,-1
-1,939,-1,-1
0,1023,-1,-1
-1,1024,-1,-1
0,1201,-1,-1
-1,1201,-1,-1
0,2088,-1,-1
-1,2088,-1,-1
0,2090,-1,-1
-1,2090,-1,-1
0,3201,-1,-1
-1,3201,-1,-1
1,4721,10,-1
1,4722,10,-1
1,4723,10,-1
1,10428,15,-1
1,10429,4,-1
1,10429,15,-1
1,10430,13,-1
0,10431,-1,-1
-1,10434,-1,-1
1,10444,9,-1
1,10447,6,-1
0,10523,-1,-1
-1,10523,-1,-1
0,10525,-1,-1
-1,10525,-1,-1
1,15592,13,-1
1,15593,13,-1
1,15593,15,-1
1,15602,16,-1
1,17028,13,-1
1,17029,5,-1
1,17029,15,-1
1,17030,7,-1
1,17030,16,-1
1,17031,11,-1
1,17035,13,-1
1,17036,10,-1
1,17038,14,-1
1,17039,3,-1
1,17039,14,-1
1,17040,9,-1
1,17042,7,-1
1,17042,8,-1
1,17043,4,-1
1,17043,10,-1
1,17043,12,-1
1,17043,15,-1
1,17045,3,-1
1,17045,13,-1
1,17045,14,-1
1,17045,16,-1
1,17046,3,-1
1,17046,5,-1
1,17046,7,-1
1,17046,8,-1
1,17046,13,-1
1,17046,15,-1
1,17047,6,-1
1,17047,15,-1
1,17048,6,-1
1,17049,16,-1
1,17051,7,-1
1,17051,9,-1
1,17052,8,-1
1,17053,6,-1
0,17056,-1,-1
-1,17057,-1,-1
0,17061,-1,-1
-1,17061,-1,-1
0,17098,-1,-1
-1,17099,-1,-1
1,17533,3,-1
1,17535,10,-1
1,17535,15,-1
1,17535,16,-1
1,17536,13,-1
0,17593,-1,-1
-1,17594,-1,-1
0,17596,-1,-1
-1,17598,-1,-1
1,17604,8,-1
1,17606,8,-1
0,17631,-1,-1
-1,17631,-1,-1
0,17635,-1,-1
-1,17635,-1,-1
0,17637,-1,-1
-1,17638,-1,-1
0,17643,-1,-1
-1,17644,-1,-1
0,17649,-1,-1
-1,17649,-1,-1
-2,18072,-1,-1
